name,tags
PlateUp!,"Co-op,Management,Roguelite,Cooking,Building,Roguelike,Cute,Local Co-Op,Procedural Generation,Funny,Base Building,Casual,Action Roguelike,Controller,Strategy,4 Player Local,Online Co-Op,Top-Down,Singleplayer,Action"
Gems of War - Puzzle RPG,"Free to Play,Match 3,Puzzle,PvE,PvP,Card Game,Strategy RPG,Turn-Based Strategy,RPG,Strategy,2D,Turn-Based Combat,Story Rich,Singleplayer,Casual,Fantasy,Magic,War,Adventure,Multiplayer"
Asterigos: Curse of the Stars,"Exploration,Female Protagonist,Souls-like,Action RPG,Story Rich,Action-Adventure,Rome,Action,Magic,Mythology,Hack and Slash,RPG,Medieval,3D,Metroidvania,Third Person,Controller,Multiple Endings,Fantasy,Stylized"
Road Redemption,"Racing,Action,Motorbike,Indie,Multiplayer,Local Co-Op,Simulation,Adventure,Violent,Arcade,4 Player Local,Singleplayer,Local Multiplayer,Gore,Third Person,Roguelike,Funny,Roguelite,Sports,Shooter"
Death Road to Canada,"Pixel Graphics,Zombies,Action Roguelike,Local Co-Op,Action,Survival,Roguelike,Indie,Character Customization,Comedy,Great Soundtrack,RPG,Multiplayer,Replay Value,Co-op,Funny,Difficult,2D,Roguelite,Memes"
Rush Rally 3,"Racing,Arcade,Driving,Simulation,Automobile Sim,Multiplayer,Indie,Sports,Retro,Physics,Realistic,PvP,3D,Controller,1990's,1980s,Old School,Offroad,Asynchronous Multiplayer,Local Multiplayer"
Core Keeper,"Early Access,Pixel Graphics,Sandbox,Online Co-Op,Open World Survival Craft,Adventure,2D,Survival,Crafting,Dungeon Crawler,Exploration,Farming Sim,Procedural Generation,Building,Mining,Relaxing,Cooking,Simulation,Mystery,Atmospheric"
Gothic II: Gold Edition,"RPG,Classic,Open World,Atmospheric,Singleplayer,Gothic,Fantasy,Story Rich,Dark Fantasy,Action,Third Person,Medieval,Replay Value,Adventure,Great Soundtrack,Difficult,Dragons,Action RPG,Magic,Pirates"
Ratty Catty,"Funny,Cute,Family Friendly,Colorful,Cartoon,Multiplayer,Adventure,Co-op,Casual,Indie,Strategy,Simulation,Open World,Controller,Singleplayer,Arcade,Early Access,Action-Adventure,Action,Physics"
SpellForce 3: Soul Harvest,"RPG,Strategy,RTS,Multiplayer,Fantasy,Singleplayer,Base Building,Gore,Story Rich,Party-Based RPG,Atmospheric,Great Soundtrack,Isometric,Online Co-Op"
Paragon: The Overprime,"Early Access,Sci-fi,MOBA,Cinematic,Multiplayer,Third-Person Shooter,PvP,Hero Shooter,Third Person,eSports,Team-Based,3D,Arena Shooter,PvE,Tutorial,Action,Strategy,3D Fighter,Surreal,Character Customization"
Kingdom Eighties,"Singleplayer,Adventure,Sandbox,Fantasy,Colony Sim,Survival,Simulation,Base Building,City Builder,Indie,Procedural Generation,Difficult,Pixel Graphics,Economy,Sci-fi,Strategy,Action,Building,Tower Defense,Horses"
Panzar,"Free to Play,Action,Multiplayer,Massively Multiplayer,RPG,PvP,Fantasy,Third Person,MOBA,Co-op,MMORPG,Gore,PvE,Open World,Survival,Crafting,Adventure,Nudity,Action RPG,Singleplayer"
Firewatch,"Adventure,Atmospheric,Walking Simulator,Story Rich,Mystery,First-Person,Singleplayer,Exploration,Open World,Indie,Great Soundtrack,Short,Comedy,Funny,Drama,Colorful,Thriller,Mature,Horror,Casual"
PERISH,"Gore,Violent,Action,Indie,Roguelite,Online Co-Op,First-Person,FPS,Multiplayer,PvE,Demons,Singleplayer,Shooter,Mature,Atmospheric,Blood,Co-op,Difficult,Great Soundtrack,Hack and Slash"
Move or Die,"Multiplayer,Funny,Local Multiplayer,Action,Fast-Paced,2D,Indie,4 Player Local,Online Co-Op,Platformer,Casual,Competitive,Co-op,Local Co-Op,Arcade,Great Soundtrack,Memes,Party Game,Singleplayer,Party"
Prison Life 2,"First-Person,Detective,Social Deduction,Multiplayer,Strategy,PvP,Simulation,Tactical RPG,Co-op,Strategy RPG,Casual,RPG,Choose Your Own Adventure,Quick-Time Events,3D,Cartoony,Online Co-Op,Stylized,Cute,Abstract"
,
One-armed cook,"Multiplayer,Free to Play,Simulation,Co-op,Cooking,Casual,Funny,Online Co-Op,First-Person,3D,Psychological Horror,Hentai,Singleplayer,Stylized,PvE,VR,PvP,Sexual Content,Souls-like,Horror"
ATLAS,"Survival,Open World,Pirates,Sailing,Adventure,Massively Multiplayer,Crafting,Naval Combat,Early Access,Online Co-Op,RPG,Multiplayer,MMORPG,Exploration,Sandbox,Base Building,Action,PvP,Co-op,PvE"
Griftlands,"Card Battler,Roguelite,Deckbuilding,Choices Matter,RPG,Turn-Based,Story Rich,Card Game,Strategy,Dark Humor,Roguelike,Turn-Based Combat,2D,Comic Book,Choose Your Own Adventure,Multiple Endings,Singleplayer,Hand-drawn,Sci-fi,Atmospheric"
Creaks,"Puzzle,Hand-drawn,Atmospheric,Surreal,2D,Puzzle Platformer,Stylized,Relaxing,Cartoon,Mystery,Supernatural,Singleplayer,Story Rich,Adventure,Platformer,Linear,Indie,Funny,Casual,Dark"
Nordic Ashes: Survivors of Ragnarok,"Early Access,Action Roguelike,Roguelite,Bullet Hell,Arena Shooter,Top-Down Shooter,Casual,Top-Down,Action,Action RPG,Exploration,2D,Hero Shooter,Roguelike,Hand-drawn,Procedural Generation,RPG,Strategy,Indie,Perma Death"
Pistol Whip,"VR,Action,Rhythm,Music,Shooter,On-Rails Shooter,FPS,Indie,Arcade,Bullet Hell,Bullet Time,First-Person,Assassin,Soundtrack,Singleplayer,Colorful,Gun Customization,Post-apocalyptic,Cyberpunk,Sci-fi"
STRAFE: Gold Edition,"Roguelite,Action,Shooter,FPS,First-Person,Action Roguelike,Violent,Retro,Indie,Roguelike,Gore,Fast-Paced,Difficult,Soundtrack,Procedural Generation,Pixel Graphics,Great Soundtrack,Singleplayer,1990's,Blood"
Danganronpa 2: Goodbye Despair,"Anime,Detective,Visual Novel,Mystery,Story Rich,Great Soundtrack,Singleplayer,Psychological Horror,Adventure,Dark Comedy,Puzzle,Horror,Atmospheric,Dark,Comedy,Memes,Dating Sim,Mature,Funny,Walking Simulator"
Kai Yuan,"Strategy,Simulation,City Builder,Base Building,Management,Casual,3D,War,Real Time Tactics,Survival,Indie,Top-Down,Inventory Management,Singleplayer"
Stoneshard,"RPG,Strategy,Roguelike,Open World Survival Craft,Survival,Turn-Based,2D,Singleplayer,Dungeon Crawler,Pixel Graphics,Turn-Based Combat,Indie,Dark Fantasy,Difficult,Sandbox,Replay Value,Medieval,Early Access,Tabletop,Violent"
art of rally,"Racing,Driving,Sports,Physics,Difficult,Top-Down,Automobile Sim,Arcade,Relaxing,Stylized,Simulation,Offroad,Action,Atmospheric,Singleplayer,Soundtrack,Great Soundtrack,Controller,Indie,Fast-Paced"
SpiderHeck,"Local Multiplayer,Physics,2D Fighter,Funny,Fighting,Swordplay,PvP,Parkour,Multiplayer,2D,4 Player Local,Action,Comedy,Futuristic,Local Co-Op,Combat,Co-op,Colorful,Online Co-Op,Sci-fi"
SMITE®,"Free to Play,MOBA,Multiplayer,Anime,Action,Third Person,Mythology,MMORPG,Team-Based,Nostalgia,Competitive,PvP,Strategy,Co-op,Massively Multiplayer,Open World,eSports,RPG,Adventure,Casual"
Invector: Rhythm Galaxy,"Casual,Rhythm,Music,3D,Colorful,Space,Futuristic,Singleplayer,PvP,4 Player Local,Multiplayer,Local Multiplayer,Controller,Indie,Arcade,Party,Difficult"
Frontier Hunter: Erza’s Wheel of Fortune,"Early Access,Metroidvania,Anime,Action,Exploration,RPG,Female Protagonist,Action RPG,JRPG,Action-Adventure,Souls-like,Side Scroller,Adventure,2D Platformer,Platformer,Dungeon Crawler,Open World,Story Rich,Hack and Slash,Cute"
,
PlanetSide 2,"Free to Play,FPS,Massively Multiplayer,Shooter,Action,Open World,Multiplayer,Team-Based,Sci-fi,Tactical,War,First-Person,PvP,Futuristic,Co-op,Online Co-Op,Strategy,Space,Adventure,RPG"
Stranded Deep,"Open World Survival Craft,Survival,Multiplayer,Open World,Crafting,First-Person,Adventure,Exploration,Realistic,Singleplayer,Building,Sandbox,Co-op,Simulation,Early Access,Underwater,Action,Atmospheric,Indie,Strategy"
"Guns, Gore and Cannoli 2","Action,Side Scroller,Co-op,2D,Multiplayer,Gore,Adventure,Shooter,Zombies,Shoot 'Em Up,Local Co-Op,Online Co-Op,4 Player Local,Platformer,Violent,World War II,Comedy,Indie,Arcade,Funny"
The Lord of the Rings Online™,"Free to Play,MMORPG,Massively Multiplayer,Open World,Fantasy,RPG,Adventure,Multiplayer,Character Customization,Based On A Novel,Exploration,Action,Story Rich,Online Co-Op,Co-op,Survival,Third Person,PvP,Singleplayer,Dark Fantasy"
Shadowverse CCG,"Free to Play,Card Battler,Trading Card Game,Deckbuilding,Anime,Card Game,Strategy,Multiplayer,Sexual Content,Fantasy,Nudity,Turn-Based,Singleplayer,PvP,Competitive,Cute,Casual,RPG,Adventure,JRPG"
RAD,"Action,Roguelite,Post-apocalyptic,Action Roguelike,Difficult,Singleplayer,Great Soundtrack,Perma Death,Procedural Generation,Funny,Roguelike,Indie,Isometric,1980s"
Legend of Keepers: Career of a Dungeon Manager,"Turn-Based Combat,Dungeon Crawler,Replay Value,Strategy,Roguelike,Villain Protagonist,Difficult,Turn-Based Tactics,Management,RPG,Roguelite,Pixel Graphics,2D,Fantasy,Turn-Based,Board Game,Dark Fantasy,Singleplayer,Lovecraftian,Dark"
"Warhammer 40,000: Shootas, Blood & Teef","PvP,Adventure,Warhammer 40K,Side Scroller,2D Platformer,Shoot 'Em Up,Bullet Hell,Twin Stick Shooter,Beat 'em up,Platformer,Shooter,Arcade,Action-Adventure,2D,Funny,Cartoony,Action,Hand-drawn,Co-op,Local Co-Op"
SYNTHETIK: Legion Rising,"Top-Down Shooter,Roguelite,Indie,Action,Action Roguelike,Online Co-Op,Difficult,Shooter,Co-op,Twin Stick Shooter,Roguelike,Isometric,Robots,Top-Down,Cyberpunk,Bullet Hell,Great Soundtrack,Multiplayer,Singleplayer,Tactical"
HELLCARD,"Early Access,RPG,Roguelike,Card Battler,Co-op,Roguelite,Strategy,Turn-Based Combat,Deckbuilding,Difficult,Dungeon Crawler,Turn-Based,Co-op Campaign,Card Game,Fantasy,Online Co-Op,Local Co-Op,Roguelike Deckbuilder,Singleplayer,Isometric"
The Dungeon Of Naheulbeuk: The Amulet Of Chaos,"RPG,Turn-Based Tactics,Adventure,Singleplayer,Turn-Based,Strategy,Turn-Based Strategy,Action,Character Customization,Dungeon Crawler,Indie,Funny,Difficult,Tactical,Story Rich,Sexual Content,Third Person,Fantasy,Atmospheric,Great Soundtrack"
The Banner Saga,"RPG,Turn-Based,Strategy,Indie,Tactical,Turn-Based Strategy,Story Rich,Fantasy,Great Soundtrack,Kickstarter,Tactical RPG,Choices Matter,Hand-drawn,Atmospheric,Singleplayer,2D,Crowdfunded,Strategy RPG,Adventure,Vikings"
Session: Skate Sim,"Sports,Simulation,Singleplayer,Skateboarding,Indie,Action,Realistic,Third Person,Exploration,Difficult,Early Access,Family Friendly,Funny,Physics,Character Customization,Immersive Sim,Skating,Parkour,Strategy,Multiplayer"
Teslagrad Remastered,"Adventure,Action,Puzzle,Platformer,Action-Adventure,Steampunk,Indie,Puzzle Platformer,Metroidvania,2D,2D Platformer,Side Scroller,Singleplayer,Colorful,Stylized,Atmospheric,Fantasy,Logic,Medieval,Combat"
HALF DEAD 3,"Adventure,Gore,Co-op,Action,Survival,Horror,Multiplayer,Online Co-Op,Local Co-Op,Action-Adventure,Puzzle,Exploration,Character Customization,3D,First-Person,Singleplayer,Local Multiplayer,PvE,Procedural Generation,Massively Multiplayer"
"Warhammer 40,000: Armageddon","Strategy,Warhammer 40K,Turn-Based Tactics,Games Workshop,Tactical,Turn-Based,Hex Grid,Singleplayer,Turn-Based Strategy,Multiplayer,War,Aliens,Wargame,Sci-fi,Replay Value,Strategy RPG"
Sprocket,"Early Access,Sandbox,Building,Military,Wargame,War,Vehicular Combat,Third-Person Shooter,World War II,World War I,Physics,Cold War,PvE,Character Customization,3D,Gun Customization,Third Person,Alternate History,Action,Procedural Generation"
Spelunky 2,"Platformer,2D Platformer,Perma Death,Difficult,Online Co-Op,Co-op,Indie,Replay Value,Procedural Generation,4 Player Local,Action Roguelike,Local Co-Op,PvP,Action,2D,Roguelite,Cute,Side Scroller,Funny,Roguelike"
September 7th,"Horror,Exploration,Walking Simulator,3D Platformer,3D,First-Person,Psychological Horror,Simulation,Linear,Realistic,Psychedelic,Atmospheric,Psychological,Cinematic,Old School,Retro,Singleplayer,Indie,1990's,Dark"
Battlefleet Gothic: Armada,"Strategy,Warhammer 40K,Space,RTS,Sci-fi,Games Workshop,Multiplayer,Singleplayer,Tactical,Real Time Tactics,Gothic,Fantasy,Action,War,Co-op,Great Soundtrack,Survival,Difficult,Dark Fantasy,Naval"
Espresso Tycoon,"Casual,Simulation,Building,Management,3D,Education,Strategy,Isometric,Character Customization,Cooking,Realistic,Sandbox,Singleplayer,Design & Illustration,Immersive Sim,Relaxing,Life Sim,Cute,Adventure,Indie"
Surgeon Simulator 2,"Simulation,Funny,Multiplayer,Physics,Online Co-Op,Medical Sim,Casual,Dark Humor,Comedy,Memes,Co-op,Competitive,Team-Based,Action,Blood,Party,Puzzle,First-Person,Singleplayer,Controller"
Pocket Mirror ~ GoldenerTraum,"Horror,Adventure,RPG,Casual,Puzzle,Interactive Fiction,2D,Singleplayer,Anime,Choose Your Own Adventure,Pixel Graphics,Female Protagonist,Exploration,CRPG,Colorful,Stylized,Top-Down,Atmospheric,Dark Fantasy,Dark"
Transistor,"Great Soundtrack,Female Protagonist,Indie,Cyberpunk,Story Rich,Sci-fi,Action RPG,Singleplayer,RPG,Beautiful,Isometric,Atmospheric,Action,Narration,Strategy,Tactical,Adventure,Turn-Based,Short,Hack and Slash"
Neverwinter Nights: Enhanced Edition,"RPG,Dungeons & Dragons,Fantasy,Character Customization,CRPG,Multiplayer,Real-Time with Pause,Story Rich,Adventure,Magic,Online Co-Op,Moddable,Co-op,Retro,Female Protagonist,Action RPG,Action,Atmospheric,Action-Adventure,Singleplayer"
Patrick's Parabox,"Puzzle,Sokoban,Abstract,Logic,Minimalist,Singleplayer,2D,Indie,Casual,Difficult,Strategy,Psychological Horror"
Night in the Woods,"Story Rich,Adventure,Stylized,Exploration,Atmospheric,Dark Humor,Choices Matter,2D,Singleplayer,Hand-drawn,Narrative,Platformer,Cats,Psychological Horror,Mystery,Visual Novel,Conversation,2D Platformer,Capitalism,Funny"
Two Worlds II HD,"RPG,Open World,Fantasy,Third Person,Exploration,Singleplayer,Action RPG,Multiplayer,Adventure,Co-op,Crafting,Story Rich,Action,Hack and Slash,Dark Fantasy,Medieval,Magic,Inventory Management,Atmospheric,Sandbox"
Barn Finders,"Simulation,Casual,Indie,Trading,Singleplayer,Exploration,Economy,Management,Sandbox,First-Person,Realistic,Atmospheric,Physics,Inventory Management,Funny,Adventure,Relaxing,Education,Family Friendly,Classic"
Hero's Adventure,"RPG,Strategy,Open World,Indie,Martial Arts,Adventure,Stealth,Multiple Endings,Simulation,Singleplayer,Choose Your Own Adventure,Turn-Based Strategy,Drama,Turn-Based,2D,Early Access,Anime,RPGMaker,Sexual Content,Mature"
Eternal Evil,"Survival Horror,Horror,First-Person,Singleplayer,Sexual Content,Zombies,Action,Gore,Violent,Atmospheric,Story Rich,FPS,Dark,Psychological Horror,Survival,Adventure,Open World,Nudity,Vampire,Shooter"
River City Girls 2,"Action,Adventure,Beat 'em up,RPG,Female Protagonist,Action RPG,Collectathon,Exploration,2D,Anime,Colorful,Comic Book,Pixel Graphics,Cute,Comedy,Martial Arts,Memes,Modern,Controller,Open World"
Munchkin Digital,"Dragons,Funny,Old School,Adventure,Casual,RPG,Board Game,Card Game,Tabletop,Turn-Based Strategy,Roguelike,Dungeon Crawler,Strategy,Action,2D,Exploration,Hack and Slash,Cartoony,Cartoon,Hand-drawn"
"Warhammer 40,000: Sanctus Reach","Strategy,Warhammer 40K,Turn-Based,Games Workshop,Turn-Based Strategy,Turn-Based Tactics,Wargame,Tactical,Multiplayer,Sci-fi"
Pyre,"Indie,RPG,Great Soundtrack,Story Rich,Action,Visual Novel,Atmospheric,Hand-drawn,Fantasy,Choices Matter,Singleplayer,Colorful,Adventure,Party-Based RPG,Local Multiplayer,Lore-Rich,Multiple Endings,Interactive Fiction,Stylized,Music"
Soulstice,"Hack and Slash,Spectacle fighter,Character Action Game,Action-Adventure,Female Protagonist,Exploration,Third Person,Dark Fantasy,3D Platformer,Beat 'em up,Action RPG,Swordplay,3D,Story Rich,Horror,Lore-Rich,Controller,Fantasy,Action,Demons"
Dungeons of Sundaria,"Early Access,Dungeon Crawler,Hack and Slash,RPG,PvE,Action,Action RPG,Adventure,Character Customization,Third Person,Fantasy,Class-Based,Indie,Co-op,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op,Singleplayer,4 Player Local"
Garten of Banban 2,"Horror,Singleplayer,First-Person,Puzzle,Cartoony,Psychological Horror,3D,Dark,Survival Horror,Atmospheric,Walking Simulator,Lore-Rich,Mystery,Action,Adventure,Surreal,Thriller,Story Rich,Casual,Action-Adventure"
I Am Fish,"Adventure,Simulation,Physics,3D Platformer,Cartoon,Difficult,Precision Platformer,Cute,3D,Colorful,Fishing,Third Person,Comedy,Platformer,Funny,Dark Humor,Singleplayer,Story Rich,Controller,Replay Value"
Anime vs Evil: Apocalypse,"Sexual Content,Mature,Nudity,Female Protagonist,Adventure,Anime,3D,Conversation,Action,Post-apocalyptic,Character Customization,Cute,Third-Person Shooter,Survival,Third Person,Demons,Zombies,Shooter,Action-Adventure,Combat"
FIVE NIGHTS AT FREDDY'S: HELP WANTED,"Horror,VR,Singleplayer,Survival Horror,Robots,First-Person,Action,Psychological Horror,Dark,Survival,Casual,Atmospheric,Difficult,Puzzle,Story Rich,Indie,Strategy,Funny,Adventure,Family Friendly"
POSTAL: Brain Damaged,"Funny,Comedy,Memes,FPS,Action,Shooter,Gore,Soundtrack,Fast-Paced,First-Person,Retro,Violent,Horror,1990's,Old School,Psychedelic,Stylized,Singleplayer,Arcade,Atmospheric"
The Wizards - Dark Times,"Action,Adventure,VR,Magic,Fantasy,Story Rich,Exploration,First-Person,Action-Adventure,Atmospheric"
Ben and Ed,"Action,Parkour,Zombies,Multiplayer,Funny,3D Platformer,Gore,Indie,Adventure,Singleplayer,Difficult,Horror,Comedy,Great Soundtrack,Co-op,Sports,Blood,Platformer,Dark Humor,Dark"
SKYHILL,"Survival,Action Roguelike,Adventure,Indie,Post-apocalyptic,Roguelike,Simulation,Zombies,RPG,2D,Atmospheric,Singleplayer,Point & Click,Crafting,Horror,Action,Turn-Based Combat,Replay Value,Difficult,Side Scroller"
Deceive Inc.,"Action,Shooter,Strategy,Stealth,PvP,Sandbox,Hero Shooter,FPS,Exploration,Competitive,First-Person,Survival,Detective,Multiplayer,Online Co-Op,Funny,Team-Based,Colorful,Tactical,Comedy"
Banishers: Ghosts of New Eden,"Adventure,Action,RPG,Story Rich,Action RPG,Action-Adventure,Exploration,3D,Cinematic,Dark Fantasy,Demons,Fantasy,Horror,Hunting,Investigation,Vampire,Combat,Narration,Singleplayer,Violent"
while True: learn(),"Programming,Simulation,Education,Puzzle,Indie,Sandbox,Building,Science,Cats,Logic,Investigation,Underground,Transhumanism,Dynamic Narration,Intentionally Awkward Controls,Singleplayer,2D"
Half-Life,"FPS,Sci-fi,Classic,Multiplayer,1990's,Singleplayer,Action,Shooter,First-Person,Aliens,Silent Protagonist,Story Rich,Atmospheric,Moddable,Adventure,Retro,Action-Adventure,Gore,Difficult,PvP"
Men of War™,"Strategy,World War II,RTS,Tactical,Multiplayer,Military,Real Time Tactics,Realistic,War,Co-op,Action,Singleplayer,Moddable,Simulation,Historical,Level Editor,Mod,Shooter,Real-Time,Sandbox"
Into the Radius VR,"VR,Survival,Atmospheric,Horror,Post-apocalyptic,Open World,Shooter,Singleplayer,Survival Horror,FPS,Exploration,Realistic,First-Person,Indie,Gun Customization,Tactical,Simulation,Physics,Action,Violent"
DUSK,"FPS,Retro,Shooter,Fast-Paced,Horror,Old School,First-Person,Lovecraftian,Great Soundtrack,1990's,Action,Dark Humor,Singleplayer,Classic,Atmospheric,Arena Shooter,Blood,Level Editor,PvP,Bullet Time"
Indies' Lies,"Deckbuilding,Card Battler,Turn-Based Combat,Turn-Based Tactics,Card Game,Roguelite,Strategy RPG,Turn-Based Strategy,Traditional Roguelike,Roguelike,Strategy,Roguelike Deckbuilder,Anime,Lore-Rich,Steampunk,Dark Fantasy,Magic,Medieval,Tactical,Singleplayer"
Black Squad,"Free to Play,FPS,Shooter,Multiplayer,Action,Early Access,First-Person,Military,PvP,Singleplayer,Co-op,War,Tactical,Massively Multiplayer,Team-Based,Violent,Open World,Strategy,Gore,Adventure"
Five Nights at Freddy's 3,"Horror,Singleplayer,Survival Horror,Robots,First-Person,Psychological Horror,Difficult,Indie,Survival,Strategy,Point & Click,Dark,Atmospheric,Mystery,Action,Simulation,3D Vision,Great Soundtrack,2D,Jump Scare"
Disciples III: Reincarnation,"RPG,Strategy,Turn-Based Strategy,Turn-Based,Fantasy,Dark Fantasy,Singleplayer,Multiplayer,Gothic,Atmospheric,Classic,Adventure"
The Case of the Golden Idol,"Mystery,Detective,Investigation,Conspiracy,2D,Thriller,Interactive Fiction,Story Rich,Puzzle,Dark,Atmospheric,Choices Matter,Point & Click,Singleplayer,Historical,Pixel Graphics,Adventure,Crime,Narrative,Exploration"
Boomerang Fu,"4 Player Local,Local Multiplayer,Family Friendly,Party Game,Fighting,Competitive,Local Co-Op,Team-Based,PvP,Co-op,Top-Down,Physics,Cute,Martial Arts,Party,Funny,Comedy,Arcade,Action,Casual"
Mini Motorways,"Strategy,Casual,Simulation,Indie,Management,Puzzle,Minimalist,Relaxing,Building,Singleplayer,Transportation,Stylized,Top-Down,City Builder,Beautiful,Great Soundtrack,Family Friendly,Resource Management,Roguelike,Touch-Friendly"
Hue,"Indie,Adventure,Puzzle,Platformer,Puzzle Platformer,Great Soundtrack,Colorful,2D,Singleplayer,Narration,Metroidvania,Side Scroller,Multiplayer"
Russian Life Simulator,"Simulation,Memes,Clicker,Singleplayer,2D,Indie,Action,Great Soundtrack,Strategy,Casual,Atmospheric,Sports,Life Sim,Relaxing,Story Rich,Family Friendly,Adventure,Lore-Rich,Character Customization,Stylized"
VERGE:Lost chapter,"Walking Simulator,Indie,Horror,Adventure,Simulation,Funny,Singleplayer,First-Person,Historical,PvE,Nature,Mature,Gore,Action,Shooter,Violent,Destruction,Sandbox,Third-Person Shooter,Exploration"
,
The Pegasus Expedition,"Grand Strategy,Strategy,Space,4X,Sci-fi,Diplomacy,Exploration,War,Story Rich,Narrative,Choices Matter,Atmospheric,Singleplayer,Cinematic,Management,Aliens,Futuristic,Turn-Based Strategy,Simulation,Dark"
Knights of Braveland,"Co-op Campaign,Hack and Slash,4 Player Local,Action Roguelike,Beat 'em up,Action,Roguelite,2D,Online Co-Op,Local Multiplayer,Family Friendly,Multiplayer,Difficult,RPG,Colorful,Singleplayer,Funny,Co-op,Medieval,Local Co-Op"
Carrier Command 2,"Strategy,Simulation,Adventure,War,RTS,Action-Adventure,Exploration,Wargame,Real Time Tactics,Grand Strategy,PvP,First-Person,3D,Atmospheric,Character Customization,Combat,Futuristic,Military,Management,Old School"
Bramble: The Mountain King,"Horror,Cinematic,Adventure,Atmospheric,Emotional,Dark Fantasy,Mythology,Dark,Narration,3D,Singleplayer,Lore-Rich,Third Person,Gore,Exploration,Survival Horror,Story Rich,Linear,Action-Adventure,3D Platformer"
EMERGENCY 20,"Strategy,Simulation,Real Time Tactics,Multiplayer,Mod,Singleplayer,Realistic,Co-op,Online Co-Op,Real-Time,Moddable,RTS,Classic,Management"
Zenith: The Last City,"Early Access,VR,MMORPG,Open World,Action,Action-Adventure,Adventure,RPG,PvE,Action RPG,Massively Multiplayer,Hack and Slash,Exploration,Anime,JRPG,Dystopian,Futuristic,Character Customization,Combat,Crafting"
Live Cycling Manager 2022 (2023 Season Update),"Sports,Strategy,Racing,3D,Cycling,Management,Resource Management,Choices Matter,Simulation,Singleplayer"
The Shore,"Lovecraftian,Horror,Exploration,FPS,First-Person,Psychological Horror,Action-Adventure,Fighting,Story Rich,Underwater,Narration,Puzzle,Relaxing,Action,Realistic,Atmospheric,Dark Fantasy,Mythology,Multiple Endings,Philosophical"
The Walking Dead: The Final Season,"Story Rich,Choices Matter,Zombies,Adventure,Choose Your Own Adventure,Singleplayer,Female Protagonist,Post-apocalyptic,Survival,Atmospheric,Horror,Violent,Action,Drama,Gore,Episodic,Comic Book,Point & Click,Mature,LGBTQ+"
CRUMB Circuit Simulator,"Simulation,Sandbox,Education,3D,Realistic,Immersive Sim,Programming,Logic,Crafting,Singleplayer,Electronic"
Terraformers,"Simulation,Procedural Generation,Survival,Atmospheric,Roguelike,Singleplayer,Sci-fi,Space,Choices Matter,Science,Resource Management,Turn-Based,Card Game,Mars,Board Game,Exploration,Futuristic,Management,Turn-Based Strategy,Nonlinear"
Mahokenshi,"Board Game,Turn-Based Tactics,Turn-Based Strategy,Exploration,Isometric,Roguelite,Card Battler,PvE,Card Game,Tabletop,Female Protagonist,Action RPG,RPG,Strategy,3D,Demons,Deckbuilding,Story Rich,Turn-Based Combat,Colorful"
Orcs Must Die! 2,"Tower Defense,Co-op,Action,Strategy,Online Co-Op,Indie,RPG,Third Person,Adventure,Multiplayer,Third-Person Shooter,Comedy,Singleplayer,Cartoony,Shooter,Fantasy,Female Protagonist,Controller,Funny,Great Soundtrack"
Century: Age of Ashes,"Free to Play,Dragons,Multiplayer,Action,Team-Based,Flight,PvP,Indie,Hero Shooter,Third Person,Arena Shooter,Shooter,Fantasy,Online Co-Op,Dark Fantasy,Character Customization,Mythology,Third-Person Shooter,Spectacle fighter,Early Access"
My Summer Adventure: Memories of Another Life,"Visual Novel,Anime,Romance,Text-Based,Drama,Emotional,Interactive Fiction,Multiple Endings,Psychological,Narrative,Choices Matter,Cute,Funny,Story Rich,Adventure,Indie,Singleplayer,Atmospheric,Simulation,Colorful"
Deck of Ashes,"Card Battler,RPG,Indie,Deckbuilding,Roguelike Deckbuilder,Strategy,Adventure,Roguelite,Card Game,Singleplayer,Turn-Based,Procedural Generation,Replay Value,Turn-Based Combat,Dark Fantasy,Hand-drawn,2D,Early Access,Dark,Roguelike"
Fling to the Finish,"Early Access,Physics,Casual,Multiplayer,Racing,Party Game,Online Co-Op,Local Co-Op,Combat Racing,Local Multiplayer,Platformer,Family Friendly,Indie,Action,Funny,Colorful,4 Player Local,Cute,3D Platformer,Singleplayer"
ONE PIECE ODYSSEY,"Open World,JRPG,Anime,Turn-Based Combat,Story Rich,Party-Based RPG,Comedy,Team-Based,RPG,Pirates,Singleplayer,3D,Funny,Cartoony,Adventure,Third Person,Exploration,Colorful,Mystery,Action-Adventure"
Mordheim: City of the Damned,"Tactical,Games Workshop,RPG,Strategy,Turn-Based,Dark Fantasy,Turn-Based Tactics,Turn-Based Strategy,Multiplayer,Turn-Based Combat,Fantasy,Perma Death,Singleplayer,Medieval,Procedural Generation,Board Game,Indie,Controller,Tactical RPG,Competitive"
Darkwood,"Horror,Survival Horror,Survival,Top-Down,Atmospheric,Dark,Open World,Indie,Singleplayer,Lovecraftian,Exploration,RPG,Adventure,Crafting,Action,Inventory Management,Psychological Horror,Gore,Building,Roguelike"
All-In-One Sports VR,"Simulation,VR,Sports,Baseball,Basketball,Bowling,Casual,Boxing,Archery,Tennis,Golf,Pool,Arcade,eSports,Physics,6DOF,Realistic,Singleplayer,Multiplayer,Action"
